Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
1,New Delhi,77.23421395,28.65606667,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,2,3,57
1,New Delhi,77.314705,28.668496,Healthy Food,350,Indian Rupees(Rs.),No,Yes,1,3.1,7
1,New Delhi,77.194929,28.576014,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,2.7,59
1,New Delhi,77.2316689,28.6563106,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,2,3.9,444
1,New Delhi,77.1853155,28.7092918,Chinese,800,Indian Rupees(Rs.),Yes,No,2,3.3,97
1,New Delhi,77.0850323,28.6702637,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,2.7,27
162,Makati City,121.027535,14.565443,"French, Japanese, Desserts",1100,Botswana Pula(P),Yes,No,3,4.8,314
1,New Delhi,77.226729,28.583169,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,3.2,66
1,New Delhi,77.2039336,28.5521888,"Fast Food, Chinese",250,Indian Rupees(Rs.),No,No,1,3.4,19
1,New Delhi,77.2473854,28.5818185,Biryani,400,Indian Rupees(Rs.),No,No,1,2.9,5
1,New Delhi,77.2337174,28.62540821,Fast Food,100,Indian Rupees(Rs.),No,No,1,0,1
1,Noida,77.38716993,28.53395848,Bakery,250,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.1139522,28.6259394,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,0,2
1,New Delhi,77.0448877,28.6200086,"Fast Food, Chinese, Bakery",300,Indian Rupees(Rs.),No,No,1,3.1,14
1,Amritsar,74.877002,31.644818,North Indian,1000,Indian Rupees(Rs.),No,No,3,3.5,96
1,Nashik,73.74210622,20.01361026,"North Indian, Maharashtrian",1000,Indian Rupees(Rs.),No,No,4,3.6,91
1,Coimbatore,76.975525,11.00368056,"Italian, North Indian, Desserts",1500,Indian Rupees(Rs.),No,No,4,4,215
1,New Delhi,0,0,Chinese,500,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,76.9890278,28.5996154,North Indian,150,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2920013,28.6876451,Mughlai,150,Indian Rupees(Rs.),No,No,1,0,1
214,Abu Dhabi,54.38294616,24.49569253,American,260,Emirati Diram(AED),No,Yes,4,4.6,376
148,Wellington City,174.774151,-41.296107,Fast Food,25,NewZealand($),No,No,1,4.5,195
1,Noida,77.3864967,28.5709428,"Bakery, Mithai",300,Indian Rupees(Rs.),No,No,1,3,11
1,Gurgaon,77.0961512,28.4180994,"North Indian, Chinese",750,Indian Rupees(Rs.),Yes,No,2,2.9,8
1,Gurgaon,77.0990488,28.4479922,"Greek, Mediterranean",1200,Indian Rupees(Rs.),Yes,No,3,3.6,27
1,New Delhi,77.1691415,28.587529,"Fast Food, Burger",300,Indian Rupees(Rs.),No,Yes,1,3.5,115
1,New Delhi,77.19013385,28.65432818,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,2.5,69
1,Noida,77.3214491,28.5675927,"North Indian, European, Asian, Mediterranean",1500,Indian Rupees(Rs.),Yes,No,3,3.4,215
1,New Delhi,77.201128,28.6919997,Fast Food,200,Indian Rupees(Rs.),No,Yes,1,4.4,163
1,New Delhi,77.12735139,28.66624083,"North Indian, Finger Food, Italian, Chinese",1900,Indian Rupees(Rs.),Yes,No,3,3.8,121
1,Faridabad,77.2903929,28.5000937,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,1,2.8,5
1,Noida,77.317172,28.597085,"Fast Food, North Indian",700,Indian Rupees(Rs.),No,Yes,2,2.7,9
1,New Delhi,77.1203644,28.6476603,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,No,2,3.6,622
1,Noida,77.3707092,28.6184991,Healthy Food,350,Indian Rupees(Rs.),No,Yes,1,3.2,11
1,New Delhi,77.1058511,28.6912752,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),Yes,No,3,3.4,21
1,New Delhi,77.15988658,28.56104814,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,1,3.2,22
1,New Delhi,77.2205314,28.5834749,"Mithai, Street Food",350,Indian Rupees(Rs.),No,No,1,2.9,6
1,New Delhi,77.2205314,28.6348214,"Healthy Food, Continental, Italian",800,Indian Rupees(Rs.),Yes,Yes,2,4,361
1,Faridabad,0,0,North Indian,400,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2265943,28.5997809,European,2100,Indian Rupees(Rs.),No,No,4,3.8,199
1,New Delhi,77.2101563,28.5619163,Chinese,350,Indian Rupees(Rs.),No,No,1,2.9,5
1,New Delhi,77.20999705,28.62569483,Bakery,400,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.3143328,28.6017649,Desserts,150,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.3853306,28.5146003,"Mithai, Beverages",200,Indian Rupees(Rs.),No,No,1,3.4,23
1,Gurgaon,77.0993934,28.4470228,"Fast Food, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,3,2.7,96
1,Noida,77.3624828,28.6145003,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,1,3.5,33
1,Gurgaon,77.0802349,28.4808594,"North Indian, Continental, Chinese",1500,Indian Rupees(Rs.),Yes,No,3,3.5,55
1,New Delhi,77.166526,28.519511,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,2,4.2,62
1,New Delhi,77.1381832,28.6327034,"North Indian, Chinese, Fast Food",900,Indian Rupees(Rs.),No,No,2,2.8,12
1,New Delhi,77.2949166,28.5977308,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,1,2.8,11
30,S¡œo Paulo,-46.64516667,-23.55066667,"Italian, Pizza",250,Brazilian Real(R$),No,No,4,4.5,49
1,Faridabad,77.3184832,28.3719511,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,2.6,26
1,New Delhi,77.2115953,28.5614631,North Indian,400,Indian Rupees(Rs.),No,No,1,2.6,21
1,Vizag,83.30341389,17.72629722,"South Indian, North Indian",300,Indian Rupees(Rs.),No,No,1,4.2,270
216,Athens,-83.4075,33.9584,Italian,40,Dollar($),No,No,3,4.1,464
1,Vadodara,0,0,North Indian,1000,Indian Rupees(Rs.),No,No,3,3.5,82
1,New Delhi,77.2098425,28.560245,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1549849,28.541562,Turkish,600,Indian Rupees(Rs.),No,Yes,2,2.5,100
1,New Delhi,77.1357531,28.7013542,Chinese,450,Indian Rupees(Rs.),No,Yes,1,2.9,60
1,Varanasi,0,0,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,3,3.2,60
1,New Delhi,77.2408296,28.5536763,"Cafe, Chinese, Italian",700,Indian Rupees(Rs.),No,No,2,0,1
1,Noida,77.3253081,28.566702,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,1,3.4,67
1,New Delhi,77.1576386,28.6916824,"Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,1,3.3,7
1,New Delhi,77.2845496,28.6773618,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,1,2.7,18
1,New Delhi,77.31063947,28.68787472,North Indian,400,Indian Rupees(Rs.),No,No,1,2.9,4
1,Gurgaon,77.0988037,28.4661923,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,1,3.4,22
1,Noida,77.4132861,28.5074131,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.2198577,28.6352499,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),No,Yes,3,3,671
1,Gurgaon,77.0162592,28.4681375,"Cafe, Fast Food, Chinese",550,Indian Rupees(Rs.),No,Yes,2,3.7,45
1,Faridabad,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650,Indian Rupees(Rs.),No,Yes,2,4.1,153
1,Noida,77.3242376,28.56827816,Desserts,450,Indian Rupees(Rs.),No,Yes,1,4.2,235
1,New Delhi,77.12789018,28.66642175,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,Yes,2,3.6,198
1,Noida,77.38739792,28.53350929,"Raw Meats, Fast Food, North Indian",350,Indian Rupees(Rs.),No,No,1,2.9,7
1,New Delhi,77.2121775,28.5492461,"North Indian, Italian, Continental",1000,Indian Rupees(Rs.),Yes,Yes,3,3.5,84
1,New Delhi,77.2681563,28.56921452,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,2,2.9,44
1,Noida,77.3701709,28.6193448,"North Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,1,3,5
1,Noida,77.32435126,28.57242813,North Indian,450,Indian Rupees(Rs.),No,Yes,1,2.3,31
1,New Delhi,77.2884959,28.5398033,"North Indian, Italian, Continental",1000,Indian Rupees(Rs.),Yes,No,3,2.6,49
1,New Delhi,77.2065181,28.5733557,"North Indian, Rajasthani",400,Indian Rupees(Rs.),No,No,1,3.4,69
1,New Delhi,77.0608986,28.6230789,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,1,0,3
1,New Delhi,77.1062245,28.6422203,"American, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,2.6,47
1,Noida,77.32080102,28.567075,"Fast Food, Burger",400,Indian Rupees(Rs.),No,Yes,1,3.7,518
1,Faridabad,77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,3,0,0
1,New Delhi,77.2534614,28.5364925,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,1,2.7,29
1,New Delhi,77.1916048,28.5843895,Chinese,800,Indian Rupees(Rs.),Yes,No,2,2.9,66
1,Faridabad,77.3073785,28.4698629,North Indian,1600,Indian Rupees(Rs.),No,No,3,4,299
1,New Delhi,77.2306809,28.6561268,Street Food,100,Indian Rupees(Rs.),No,No,1,3.1,5
1,New Delhi,77.2281661,28.7010323,"Cafe, Tibetan",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1807286,28.638266,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,3.4,79
1,New Delhi,77.3067747,28.5900965,"Mithai, Fast Food",150,Indian Rupees(Rs.),No,No,1,0,0
1,Mumbai,72.90849264,19.12199866,"North Indian, Chinese, Thai",1000,Indian Rupees(Rs.),Yes,No,3,3.8,181
1,New Delhi,0,0,"European, American, Street Food",400,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1741505,28.5568492,"South Indian, North Indian, Fast Food",250,Indian Rupees(Rs.),No,No,1,2.8,12
1,Gurgaon,77.0196076,28.4857718,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2074165,28.6814952,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,1,3.6,261
1,New Delhi,77.221559,28.6336168,"North Indian, Mughlai",1800,Indian Rupees(Rs.),No,No,3,3.9,908
1,New Delhi,77.3031053,28.6351912,"North Indian, South Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,Yes,2,2.8,103
216,Columbus,-84.95591,32.519247,"American, Seafood, Cajun",25,Dollar($),No,No,2,4.6,489
1,New Delhi,77.14383926,28.66439777,Street Food,100,Indian Rupees(Rs.),No,No,1,4.1,187
1,New Delhi,77.215591,28.7129957,Street Food,100,Indian Rupees(Rs.),No,No,1,3.1,12
1,New Delhi,77.2303113,28.6504756,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,4.1,200
216,Savannah,-81.0905213,32.0794767,"American, Breakfast",10,Dollar($),No,No,1,4.1,287
1,New Delhi,77.3068127,28.6594592,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,2.8,9
1,New Delhi,77.20764901,28.52294227,"Cafe, Italian",1200,Indian Rupees(Rs.),No,Yes,3,4.4,326
1,Noida,77.3330963,28.5714642,Mithai,100,Indian Rupees(Rs.),No,No,1,3.1,14
1,New Delhi,77.33557563,28.61051668,Bakery,200,Indian Rupees(Rs.),No,No,1,0,2
1,Gurgaon,77.0525451,28.4616552,"North Indian, Mughlai",1600,Indian Rupees(Rs.),No,Yes,3,4.1,229
216,Waterloo,-92.323032,42.477281,Mexican,25,Dollar($),No,No,2,3.6,69
1,New Delhi,77.31214788,28.66857042,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,3,6
1,Gurgaon,77.0832881,28.4307149,Biryani,600,Indian Rupees(Rs.),No,No,2,0,0
1,Noida,77.3323527,28.5579975,"Cafe, Italian, Chinese, Continental",550,Indian Rupees(Rs.),No,Yes,2,3.7,431
1,New Delhi,77.1141532,28.7345078,"South Indian, Street Food, Mithai",400,Indian Rupees(Rs.),No,No,1,3.5,75
1,New Delhi,77.161681,28.572131,"Pizza, Fast Food",900,Indian Rupees(Rs.),No,Yes,2,3.5,21
1,Gurgaon,77.0887235,28.4317225,"Mithai, Street Food",350,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.233935,28.54053208,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,1,3.6,46
1,New Delhi,77.207147,28.5579096,Fast Food,400,Indian Rupees(Rs.),No,Yes,1,2.7,128
1,Gurgaon,77.0991634,28.4482945,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,1,3.5,34
1,New Delhi,77.0621578,28.6200658,"North Indian, South Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,1,3.1,4
216,Macon,-83.657061,32.853896,"Pizza, Sandwich",10,Dollar($),No,No,1,4.9,478
1,New Delhi,77.2268188,28.5997575,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",1200,Indian Rupees(Rs.),No,No,3,3.9,287
1,New Delhi,77.1394952,28.6555949,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,No,3,3.6,283
1,Noida,77.366121,28.581868,"Cafe, Mexican",550,Indian Rupees(Rs.),No,Yes,2,0,2
148,Auckland,174.768851,-36.845553,"Ice Cream, Desserts",20,NewZealand($),No,No,1,4.7,617
1,New Delhi,77.252055,28.5482884,"North Indian, Street Food, Fast Food",250,Indian Rupees(Rs.),No,No,1,3.1,14
1,Vadodara,73.170937,22.310526,"North Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,4,4.3,332
1,New Delhi,77.2042723,28.6950768,"Cafe, Italian, Continental",700,Indian Rupees(Rs.),Yes,No,2,4.2,1526
1,New Delhi,77.2123452,28.7064044,Beverages,150,Indian Rupees(Rs.),No,No,1,3.1,6
216,Pensacola,-87.2153054,30.411878,"European, International, Tapas",40,Dollar($),No,No,3,4.4,900
1,Nashik,0,0,Maharashtrian,400,Indian Rupees(Rs.),No,No,2,3.8,76
94,Jakarta,0,0,"Seafood, Western",100000,Indonesian Rupiah(IDR),No,No,3,3.4,152
1,New Delhi,77.2529979,28.5694893,South Indian,250,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.2041824,28.69471,Cafe,450,Indian Rupees(Rs.),No,No,1,3.2,87
216,Fernley,-119.252694,39.607515,Mexican,10,Dollar($),No,No,1,3.7,83
1,Noida,77.3536634,28.5743086,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,1,3.6,18
1,New Delhi,0,0,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,2,0,2
1,New Delhi,77.19650377,28.64966566,"Italian, Chinese, North Indian",650,Indian Rupees(Rs.),No,Yes,2,3.4,44
1,New Delhi,77.2119129,28.5369433,Biryani,600,Indian Rupees(Rs.),No,Yes,2,3.6,61
1,New Delhi,77.2010382,28.6928867,"Cafe, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,2,3.3,43
1,Kanpur,80.352677,26.473698,"Fast Food, Desserts",500,Indian Rupees(Rs.),No,No,2,4.1,87
1,Ahmedabad,72.5504755,23.0443367,"Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,2,4.4,317
1,Jaipur,75.81075322,26.90518991,"Cafe, Fast Food, Street Food",750,Indian Rupees(Rs.),No,Yes,2,4.7,1469
1,Kolkata,88.364878,22.538731,"Chinese, Cafe, North Indian, Desserts",1000,Indian Rupees(Rs.),No,No,3,3.9,326
1,Faridabad,77.32328642,28.39527358,"Beverages, Juices",150,Indian Rupees(Rs.),No,No,1,3.5,18
208,Ankara,32.80924722,39.91320556,Cafe,70,Turkish Lira(TL),No,No,3,4.2,134
1,Gurgaon,77.0938134,28.4937283,North Indian,300,Indian Rupees(Rs.),No,Yes,1,3.5,27
1,New Delhi,77.2170275,28.5331218,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,Yes,1,2,84
1,New Delhi,77.1414553,28.6570186,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,0,3
1,New Delhi,77.22947,28.637044,"Fast Food, North Indian",600,Indian Rupees(Rs.),No,Yes,2,2.8,11
1,New Delhi,77.1494601,28.6934043,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,3.4,80
1,New Delhi,77.1391671,28.6461556,North Indian,250,Indian Rupees(Rs.),No,No,1,3.1,12
1,Gurgaon,77.0381858,28.4268302,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,3,3.2,32
1,Noida,77.32051905,28.56724019,"Ice Cream, Desserts",650,Indian Rupees(Rs.),No,Yes,2,4,91
215,Edinburgh,-3.191780556,55.94755556,Cafe,30,Pounds(?œ),No,No,3,3.9,81
1,New Delhi,77.14808,28.6322418,Mithai,100,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.269154,28.567481,"Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),No,No,1,3.4,109
1,Noida,77.3245004,28.5878734,North Indian,300,Indian Rupees(Rs.),No,Yes,1,3.5,87
1,Hyderabad,78.40832144,17.43166813,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,2,4.8,1023
1,New Delhi,77.2041413,28.694839,"Cafe, Continental, Chinese, Italian",900,Indian Rupees(Rs.),Yes,Yes,2,4.6,1071
1,New Delhi,77.3030936,28.6360258,"Fast Food, Chinese",250,Indian Rupees(Rs.),No,Yes,1,3.5,60
1,Gurgaon,77.051106,28.4537774,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,0,0
1,New Delhi,0,0,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,1,0,3
1,Gurgaon,77.0714703,28.5096854,Street Food,200,Indian Rupees(Rs.),No,No,1,2.5,11
1,New Delhi,77.2091154,28.7146792,North Indian,300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.1895384,28.7014578,"Mughlai, North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,3,3.1,155
1,Gurgaon,77.0259078,28.4597556,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,1,3,11
1,Noida,77.362366,28.5955703,Bakery,350,Indian Rupees(Rs.),No,Yes,1,2.1,56
1,New Delhi,77.1971751,28.5985428,"Gujarati, South Indian, North Indian",400,Indian Rupees(Rs.),No,No,1,3.7,203
1,New Delhi,77.2759158,28.5327507,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,1,3.5,26
1,Noida,77.31540769,28.58503529,South Indian,300,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.1018865,28.4725209,"North Indian, Mughlai",900,Indian Rupees(Rs.),Yes,Yes,2,3,61
216,Des Moines,-93.629436,41.584027,French,40,Dollar($),No,No,3,4.3,532
1,Agra,78.04299,27.159795,"North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),No,No,3,3.4,70
1,New Delhi,0,0,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,Gurgaon,77.0874235,28.4624928,North Indian,500,Indian Rupees(Rs.),No,Yes,2,4.2,67
1,New Delhi,77.1467208,28.6568576,Beverages,400,Indian Rupees(Rs.),No,No,1,3.3,11
1,Chandigarh,76.7972148,30.7408896,"American, Desserts",600,Indian Rupees(Rs.),No,No,2,4,356
208,Stanbul,29.036019,41.057979,Restaurant Cafe,120,Turkish Lira(TL),No,No,4,4,901
1,New Delhi,77.12142371,28.54989546,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,No,2,0,0
216,Dalton,-84.999678,34.758645,Italian,25,Dollar($),No,No,2,3.7,116
1,Gurgaon,77.0857204,28.4807592,"Bakery, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,3.9,415
1,New Delhi,77.1960071,28.5969975,Cafe,1600,Indian Rupees(Rs.),No,No,3,3.2,18
1,Gurgaon,77.0390954,28.4544096,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,1,2.9,4
1,New Delhi,77.25350372,28.5564445,Bakery,150,Indian Rupees(Rs.),No,No,1,3.1,12
1,New Delhi,77.2040075,28.6943812,"North Indian, Continental, Chinese, Italian",800,Indian Rupees(Rs.),No,Yes,2,4.1,636
1,Noida,77.3684034,28.613167,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),Yes,No,2,2.8,13
1,New Delhi,77.083637,28.6705118,"Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,2,3.4,75
1,Noida,77.3352692,28.5673735,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,1,3.4,37
1,New Delhi,77.1809128,28.6703604,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,1,0,1
1,New Delhi,77.1238424,28.5461773,Mughlai,300,Indian Rupees(Rs.),No,No,1,0,1
1,Patna,85.1154613,25.61552768,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,2,3.5,45
1,New Delhi,77.218187,28.625445,North Indian,4000,Indian Rupees(Rs.),Yes,No,4,3.7,59
1,Jaipur,75.78301314,26.91026177,"Modern Indian, Asian",1500,Indian Rupees(Rs.),No,No,3,3.9,67
1,New Delhi,77.2187785,28.7089822,Mughlai,250,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.2334979,28.649672,Mithai,100,Indian Rupees(Rs.),No,No,1,3.8,75
1,New Delhi,77.24752,28.5819657,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,1,3.1,42
1,New Delhi,77.21615497,28.64154113,"Continental, North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,No,3,3.2,18
1,New Delhi,77.3037739,28.634931,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,Yes,1,3.7,25
1,New Delhi,77.2001377,28.5322332,"Italian, North Indian",700,Indian Rupees(Rs.),No,Yes,2,3.8,55
1,Noida,77.3535737,28.5743001,Desserts,300,Indian Rupees(Rs.),No,No,1,3.4,16
216,Boise,-116.2062,43.5945,"American, Burger, Sandwich",10,Dollar($),No,No,1,4.2,334
1,New Delhi,77.1155932,28.6455653,North Indian,600,Indian Rupees(Rs.),No,No,2,3,5
1,Ludhiana,75.8214948,30.89308145,"Portuguese, African",1200,Indian Rupees(Rs.),No,No,3,3.8,156
1,New Delhi,77.201128,28.6916414,Italian,200,Indian Rupees(Rs.),No,No,1,3,16
1,New Delhi,77.2305911,28.5734984,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,1,2.8,26
1,New Delhi,77.13251498,28.59696187,"South Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,No,2,0,1
1,New Delhi,77.2188953,28.7093068,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
1,Noida,77.32418898,28.57158307,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,1,3.1,213
30,Rio de Janeiro,-43.18669167,-22.97207222,"Juices, Healthy Food",60,Brazilian Real(R$),No,No,3,4.7,24
1,New Delhi,77.1957717,28.7053075,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,1,3.8,727
1,New Delhi,77.2040926,28.6950596,"Cafe, Fast Food, Italian",600,Indian Rupees(Rs.),No,No,2,4.3,214
1,Gurgaon,77.0676442,28.4619878,"North Indian, Asian, Continental",1500,Indian Rupees(Rs.),Yes,No,3,3.8,91
1,Noida,77.3597207,28.6085274,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,0,0
1,New Delhi,77.2050359,28.6944781,Fast Food,200,Indian Rupees(Rs.),No,No,1,0,0
1,Agra,78.040165,27.16185,"Cafe, North Indian, Chinese",0,Indian Rupees(Rs.),No,No,1,4.9,77
1,Gurgaon,77.0842434,28.5120417,Cafe,500,Indian Rupees(Rs.),No,No,2,3.3,10
1,New Delhi,77.1471307,28.6571714,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,2,3.3,19
1,Gurgaon,77.0793521,28.4607475,South Indian,250,Indian Rupees(Rs.),No,No,1,3.1,10
216,Valdosta,-83.318958,30.841547,"Japanese, Steak, Sushi",70,Dollar($),No,No,4,3.5,208
1,New Delhi,77.191558,28.5843202,Chinese,900,Indian Rupees(Rs.),Yes,No,2,3.2,17
1,New Delhi,77.2062457,28.573123,"Chinese, Naga",800,Indian Rupees(Rs.),Yes,No,2,3.7,143
1,Surat,72.77269729,21.14956883,Modern Indian,1500,Indian Rupees(Rs.),No,No,4,3.4,47
1,New Delhi,77.2042559,28.6951592,"Chinese, North Indian, Fast Food, Italian",800,Indian Rupees(Rs.),No,Yes,2,3.9,2724
1,New Delhi,77.2245776,28.5624498,"Continental, Asian, North Indian",1600,Indian Rupees(Rs.),Yes,No,3,3.4,19
1,New Delhi,77.1351915,28.6877493,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,2.8,49
1,Noida,77.36554932,28.53949767,"Biryani, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,3,2.6,26
1,New Delhi,77.225538,28.65045,Desserts,100,Indian Rupees(Rs.),No,No,1,0,3
1,Hyderabad,78.40442251,17.42829434,"Asian, Continental",1400,Indian Rupees(Rs.),No,No,3,4.2,79
216,Valdosta,-83.28078,30.850888,Mexican,10,Dollar($),No,No,1,3.7,168
1,Noida,0,0,"North Indian, Mughlai, Fast Food",450,Indian Rupees(Rs.),No,No,1,2.9,5
1,New Delhi,77.1877414,28.6464708,South Indian,400,Indian Rupees(Rs.),No,No,1,2.7,47
1,New Delhi,77.2938353,28.6078005,"North Indian, Chinese, Mughlai",1100,Indian Rupees(Rs.),Yes,Yes,3,3.2,51
1,Surat,72.77147748,21.16052169,Pizza,800,Indian Rupees(Rs.),No,No,3,4.1,216
216,Dalton,-85.1079396,34.9151853,"American, BBQ, Southern",10,Dollar($),No,No,1,4.2,112
1,Gurgaon,77.0803727,28.4808767,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),Yes,No,3,3.8,468
1,New Delhi,77.20329646,28.5201761,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,2,2.5,20
1,New Delhi,77.204111,28.5417882,Chinese,250,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.1678462,28.5881358,"North Indian, Chinese, Italian",700,Indian Rupees(Rs.),No,Yes,2,3.9,176
162,Taguig City,121.0534998,14.54565535,"American, Asian, Italian, Seafood",1800,Botswana Pula(P),Yes,No,4,4.5,618
1,New Delhi,77.1073269,28.6212971,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,0,1
1,New Delhi,77.240961,28.5482151,"Bakery, Desserts",550,Indian Rupees(Rs.),No,Yes,2,4.1,160
1,Gurgaon,77.0394717,28.5119564,"North Indian, Mughlai, Chinese",250,Indian Rupees(Rs.),No,No,1,3,5
1,New Delhi,77.2089013,28.5338345,"North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),No,No,2,3.2,245
